Bird_ID,Species,Origin,Destination
B9697,Swallow,"-14.244255087298711, -86.44720073064796","-4.035967309019199, -145.2200987020615"
B9698,Goose,"54.02258775204686, 12.686827545798051","37.162386391754765, -97.43370876607"
B9699,Swallow,"54.68689433453312, 175.59382472995816","-77.82279636949025, -91.91072081182824"
B9700,Hawk,"-79.22771305447556, -102.735847002832","-54.80208776111658, -46.561699493557626"
B9701,Stork,"-15.814129368470104, -92.69285072848588","-16.74268521516511, -116.30820867721508"
B9702,Warbler,"34.38458760366784, -92.47356419590984","21.21591181142369, -127.42288774177209"
B9703,Crane,"-13.976368367601069, 105.0128141807844","-63.98130775981454, 123.84243224187668"
B9704,Stork,"8.130104672284105, 3.773542001279196","-21.69138579867179, -90.16623281909654"
B9705,Stork,"17.00242282919521, -41.483643576861056","-43.0392915637808, 22.17793291445872"
B9706,Hawk,"-62.77871218837635, 123.76434037218884","26.20248609928376, -108.25216270752944"
B9707,Goose,"-15.843382893264632, -72.90337019020707","75.47012092116864, -2.9687377895757834"
B9708,Crane,"-84.87662009695815, -38.80155647713872","-60.12375600250659, -80.3836751217492"
B9709,Goose,"-63.06730502483801, -153.49659865436576","-55.93299409301484, -148.75211587695767"
B9710,Eagle,"2.205731407769747, -137.19236332499395","18.09512634804784, 173.58329864661357"
B9711,Stork,"13.245479628985848, -130.77681598038276","-8.358748420556012, -15.189798047019025"
B9712,Eagle,"-63.67780681350078, -55.08891416077138","39.25882900205431, -38.50293661616561"
B9713,Swallow,"46.0114686382357, 8.670693775569674","-38.18064110882048, -108.31603304513608"
B9714,Stork,"-22.862180183221312, -179.7320466399308","8.067530917281871, -1.6682830590357869"
B9715,Goose,"75.71698718898094, -111.62436786006045","-20.37093307617114, 48.67883476727775"
B9716,Stork,"-20.22070980502683, -116.76599273122883","-39.37245261200498, -70.32597187725048"
B9717,Swallow,"-63.03402424213118, -88.79513443613396","41.27335407176332, -7.0493758518029495"
B9718,Hawk,"46.43468256253638, -120.21086662083744","53.26087474666343, -94.65082379506318"
B9719,Eagle,"12.2041440790792, -109.7538547809919","-30.78873813248305, 9.976709420485037"
B9720,Eagle,"-20.39612971605196, 174.19692994703922","22.13493079080493, 103.39721285533004"
B9721,Goose,"-25.927710582192915, 34.102893295660635","-57.8535498217252, -158.3231593785845"
B9722,Stork,"-62.86158475969121, 94.5695393471508","52.37421890222882, 6.422028323483232"
B9723,Goose,"-28.649767056117938, 114.96361574904785","-39.37486408060338, -36.2292903677774"
B9724,Hawk,"-84.71805462389969, 60.36501507334023","-59.22814578792672, -153.3451170498083"
B9725,Stork,"0.4323445336387976, 73.4688972098075","79.19305121994242, 158.58326336774462"
B9726,Stork,"71.41027352647248, 47.62204003270233","-13.952829429054631, -86.45652560492834"
B9727,Goose,"53.159543318758864, 53.77445209666723","25.82998440289801, 23.260152594536123"
B9728,Goose,"-84.86618450324143, 154.24186652553402","55.65840472370908, -45.85670961167071"
B9729,Swallow,"68.62685872828183, -113.13414940482802","33.505617096617925, -82.39222547079595"
B9730,Warbler,"-8.581530801140403, -81.09718710254309","11.638809723973012, 9.785034223998764"
B9731,Warbler,"-55.63953622521101, -146.42692242525453","-23.10957736228333, 68.05029472685001"
B9732,Hawk,"45.43415193876973, 121.43680666713794","75.3341465710563, 102.79267231110516"
B9733,Warbler,"-31.882760968131663, -18.44808349397448","-65.96243858323454, 48.21281101588366"
B9734,Swallow,"-44.40268383536649, 146.55764179710877","69.10554975710579, 9.466556338249887"
B9735,Eagle,"-60.96268677932143, -31.79674323130598","37.772789446222205, 99.8141938254272"
B9736,Stork,"-2.4080567579598977, -20.658903090656334","12.85392172940169, 6.284123923117363"
B9737,Goose,"-73.18908008109986, -18.591659536470075","-31.54540293273498, 170.72166128341337"
B9738,Stork,"51.41036324048159, 40.49751318516209","-63.71205196542735, 9.626653534308788"
B9739,Stork,"-5.278576200046018, 95.8046821077104","-10.231100018386968, -65.79102795916262"
B9740,Crane,"-9.54424497259437, -53.53478059780127","51.07671370629822, -19.30968352776918"
B9741,Eagle,"-89.66628783332622, 46.85956323203513","44.1557505146709, -3.603571815916212"
B9742,Crane,"57.21549485554104, -106.57172276750347","26.179596481725795, -77.94500842646084"
B9743,Warbler,"-1.2893293731143274, 19.456957620521933","88.64994095718546, -122.85258290307824"
B9744,Stork,"-10.81898643575738, 16.770563943724795","85.07425871815275, -24.70197088958915"
B9745,Goose,"47.04927935119031, 139.9377116333833","-17.99912260389776, 142.93181506959604"
B9746,Stork,"-78.67826116186305, 142.50428058590177","-55.34381832036978, -88.00877791277014"
B9747,Eagle,"-23.997517902863336, -4.603983012152781","-6.50911143212366, -49.74528063337846"
B9748,Crane,"13.632112359676157, -171.14419231978175","62.02378971227572, 92.7802854737705"
B9749,Goose,"-7.096038706946217, 124.06390222254088","-7.458644213868453, -150.3816148294243"
B9750,Stork,"-57.30499982196461, -179.7759105965381","-29.523246290422904, 117.02539835933491"
B9751,Hawk,"-36.13022861754388, -7.828691217284302","43.42167010914503, 79.30037462981755"
B9752,Eagle,"-35.963899623426066, -172.87554325195555","27.02473412433922, 17.915090672275113"
B9753,Eagle,"88.55474449774084, -53.06713403183177","84.36558061363974, -104.58763404382913"
B9754,Hawk,"-31.28451861480321, 49.23528698396663","8.866796640113606, -146.63571797995246"
B9755,Stork,"-53.067228742386185, -46.36767490053094","84.14499439200225, -96.58112088099443"
B9756,Eagle,"58.07468755874635, 153.68088908766828","-37.631463961644286, 94.13828615095468"
B9757,Goose,"-14.189174099350453, 50.67490804013116","65.66834885889341, 156.05806285079342"
B9758,Stork,"-10.10453499233087, 52.719794119706535","-26.83347289966064, 85.6397490629821"
B9759,Stork,"8.800031429232718, -45.20266345102692","55.74163363049493, 9.942127822027716"
B9760,Crane,"17.22405550725209, -166.12433125334653","76.67751320796435, 162.2457854414385"
B9761,Eagle,"16.300008073861108, 85.74470045710416","22.174395218346888, 118.28424217422788"
B9762,Eagle,"-83.79004996601209, 77.84810299600758","41.13883578809859, 56.1014355151662"
B9763,Hawk,"57.39163792163152, 10.845009721374254","82.55514566950816, -166.35430900211296"
B9764,Crane,"-54.92649256652916, -30.143505867231283","-22.47183670893992, -76.41593707613507"
B9765,Warbler,"-37.37841699890505, 13.794138003103711","2.0850706060620894, -69.04436710859676"
B9766,Crane,"-58.782686396278415, 88.85354549413876","71.69254573773338, -54.991705393540045"
B9767,Eagle,"48.07379835645799, 76.60275508363151","31.10686146163552, -39.8211634432007"
B9768,Stork,"15.058438672575504, 56.91947843814848","67.24639884659953, 158.1729379612642"
B9769,Crane,"45.953307495369245, 145.35981626519856","21.285811067285323, 87.07406691576989"
B9770,Hawk,"27.611712977274067, 39.55981582810924","43.1517747998688, 69.09659534057897"
B9771,Crane,"-71.25144580450765, -174.7765268837866","-87.64876204125422, -26.4546148277754"
B9772,Hawk,"-35.730040346819045, 42.50298082869173","-28.858836633792837, -58.482141011479"
B9773,Warbler,"1.307728726221839, 40.5213284413006","48.67573266509461, -136.95185132089549"
B9774,Crane,"-35.10989434235454, -154.93098113804223","-17.278568933756233, -16.741629505470314"
B9775,Hawk,"-52.68529720689904, -26.01728844625401","-24.68758921992803, -106.07674482875808"
B9776,Crane,"66.56615443198797, 54.39465430499794","81.27940244099412, -39.23625465251661"
B9777,Warbler,"44.60106153876765, 73.62044342929863","9.458728535007538, -123.69914621000872"
B9778,Crane,"-27.86038910024821, 141.4978650856669","-55.35142469345043, -56.161472323135214"
B9779,Goose,"47.70222527320172, 122.897153055557","-4.999196003297314, -164.52742682737812"
B9780,Hawk,"22.95695132014103, -138.04134864806431","3.3608298698861603, -177.83164765602282"
B9781,Warbler,"-89.31856794616859, 39.16239358946922","87.97169413037378, 133.1673202373026"
B9782,Hawk,"-21.552835317905704, 34.73330803079273","39.27951701697819, 50.85507848103265"
B9783,Hawk,"-37.71225014502051, -70.65074963606419","3.4923835039732154, 31.55999548783737"
B9784,Swallow,"-50.776448092938566, -113.72194579755867","-12.241663018701304, 4.965845878068393"
B9785,Warbler,"-44.71390906724792, -108.17688276219552","74.78909197162994, 81.62250382669185"
B9786,Crane,"79.62567238359406, -116.0828031455556","26.269393729836352, 85.01961781019492"
B9787,Hawk,"-2.4629277615232894, 110.25492206939516","-25.904378062459983, 156.69049245952442"
B9788,Eagle,"62.58756928034151, -126.5785017630882","-6.366534873814601, -92.01221999969307"
B9789,Swallow,"-51.44091261246314, -84.81888815695005","-39.93753899500076, 102.67157155259986"
B9790,Goose,"-58.6073160637293, -101.59617437218296","82.87716266330443, 176.81678648128934"
B9791,Hawk,"69.98212589650376, 76.62845966725143","36.350115303367375, -169.5521305691864"
B9792,Hawk,"-0.7731565591557938, -122.9774780188326","-19.38631279320917, -45.36524673684579"
B9793,Swallow,"71.12738255623432, -171.33661706094762","-57.02162355616118, -23.027087660421984"
B9794,Crane,"-78.65480648317052, -45.27884810943647","-58.13656471831544, 115.8596394005549"
B9795,Eagle,"74.95839399173539, -70.16606598564479","-4.006400576142156, -175.05237046865207"
B9796,Goose,"-15.21984305839986, -36.82630621592969","-5.837931004148203, 35.503031568624806"
B9797,Hawk,"-62.0333122640674, 91.37366608081533","-14.798045021859366, 141.3283716055052"
B9798,Crane,"33.00888409833493, -175.54791279774176","63.32508515804261, -126.85425895709216"
B9799,Warbler,"53.44248299296626, -166.42526337447882","86.2529610384679, -138.39349792932728"
B9800,Eagle,"-81.47254903534792, -87.9679325283092","-26.13182886483613, 179.92311793440103"
B9801,Warbler,"87.6952753953635, 140.1150550607374","-36.9700858527228, 117.34521649163622"
B9802,Eagle,"35.464839716912465, -119.13317978480504","48.61994077833771, 71.0706655490774"
B9803,Goose,"-32.14764150158802, 178.93366444137845","-9.037269973696128, -36.36675626563718"
B9804,Stork,"-62.767116774829695, 110.04932378569208","-50.83765328857722, 127.42667070079818"
B9805,Eagle,"-19.344345357921355, -15.790840873483404","-57.43093277009896, 152.19828199476387"
B9806,Stork,"-50.29818109944736, 89.23040828949843","-39.49780348958869, 83.66707730354364"
B9807,Warbler,"-1.0524197523427574, 6.773444977288506","-89.76174683904992, -36.68587929126295"
B9808,Eagle,"50.74068752825895, 23.75721527034932","79.45738894466268, 30.0733588206769"
B9809,Goose,"28.8234700110996, 29.077827090786343","-12.55520222021589, -144.53378532968765"
B9810,Swallow,"-11.5317171392888, 53.53938463090364","-75.08750903686375, -123.11262896125518"
B9811,Goose,"-68.59009357559108, -158.12489158898765","-60.30771689803356, 101.89344344117067"
B9812,Goose,"82.28824602624127, 41.93931777708602","-31.79919430650603, -169.44643002487967"
B9813,Swallow,"-41.3333054189124, 78.10148946906389","9.304909763529452, -162.28944097114152"
B9814,Swallow,"-39.98978174249688, -68.13967138678336","36.66889428390866, 2.8884569709429684"
B9815,Crane,"26.19039993093584, 172.28837897040853","-34.586786002528584, -118.60946054686532"
B9816,Eagle,"48.69173198647849, -127.99976903588004","82.37096679955002, -74.26653204571309"
B9817,Warbler,"87.14749775712292, 147.75930811021942","46.85614250982135, -36.420687076664905"
B9818,Crane,"84.44956691300513, 63.52178686045795","58.64377858022425, 8.011944234805355"
B9819,Swallow,"74.47689436177453, 59.15321214794409","-31.743776009697044, -77.92750034017274"
B9820,Stork,"-11.643557870997029, 135.36815757107956","-21.42698294020425, -5.92327112670381"
B9821,Warbler,"-59.99946124383934, 119.42251606823028","6.85112118286574, -46.55355150415261"
B9822,Stork,"15.204816591592987, -55.64360437219847","-8.694546885795774, -150.828800551914"
B9823,Goose,"-86.89382900158175, 73.93312883365607","-43.21947762447791, 132.16585789269226"
B9824,Hawk,"-54.675208980829176, -161.78307023270588","89.50876516067041, -78.70827484610963"
B9825,Goose,"-89.54470857694237, -12.953364398708487","62.70436411323416, 39.37437581303098"
B9826,Goose,"-57.503535737123016, 157.59981386075322","-47.16227799757436, 25.128077497878508"
B9827,Hawk,"-4.543717788673902, -81.3277987915239","70.63173804319382, -108.29995835412116"
B9828,Eagle,"-19.20162400318513, -162.01051593641404","15.639473941453574, -169.21505864505573"
B9829,Swallow,"-23.52661831320495, 29.86019709890957","-87.73883120471535, 128.4953093323142"
B9830,Stork,"59.571515508095246, -52.16408529607418","-27.69275142603944, -0.8316520281838962"
B9831,Goose,"31.499334836222037, -43.31395076428564","-85.36810330536156, -30.79169468902288"
B9832,Hawk,"78.55771731679908, 29.684587340453447","-74.20130438003841, 94.64778541128568"
B9833,Crane,"-9.838603678018956, 43.77206136535898","-57.78408483638403, -168.06278818177773"
B9834,Goose,"-40.99865841432868, -22.564092390481875","-2.80824414008336, 95.4775021386152"
B9835,Stork,"-67.916783153996, 2.717727188214184","-21.368032672459734, -32.79079318545959"
B9836,Swallow,"30.96493122332629, 177.57207242848995","-63.18068905555559, 18.584533915319867"
B9837,Goose,"61.51339592489825, 164.5732648924398","-18.980023467715696, 90.878126596755"
B9838,Goose,"-56.92691443288387, 74.63414592874949","-35.21889159557, 16.851813128407457"
B9839,Eagle,"68.17549401225651, -121.8673703019663","-16.171930996553556, -157.76199955385604"
B9840,Hawk,"4.729716305159954, -50.41436976448768","-58.98404047192236, 82.29632084269872"
B9841,Crane,"-64.06548621462866, 137.91176067125724","19.7479869271894, 103.08298823884274"
B9842,Crane,"25.71539848231588, -27.516270175493418","-81.98437938024873, -13.718463106113743"
B9843,Warbler,"3.609493476698432, 163.932353775462","-20.18210187355241, -21.93861372582427"
B9844,Swallow,"-84.92696148370818, -4.211358026749707","71.07942124497626, -89.30679853120637"
B9845,Warbler,"-18.13622314920764, 130.2368883138456","-14.459350373501366, 51.89859267520893"
B9846,Stork,"51.26183872972399, -167.26359616992073","-10.605611413435597, 137.5158650360866"
B9847,Swallow,"9.97627561597929, -23.70106987460105","-77.75844220890859, 56.148746711394296"
B9848,Goose,"-39.232597272744506, 72.0942662696963","18.96557308012436, 97.67696004340974"
B9849,Goose,"77.15551740885894, 130.8832316435674","78.55250392286172, 121.48403208167856"
B9850,Crane,"-47.199773152105216, 39.467841415642","-37.510128622108176, -98.5880904249651"
B9851,Stork,"-44.5075187521291, -117.62567066119722","-19.214703252228148, -35.24243971784779"
B9852,Hawk,"-26.16491766955265, 138.88589948373135","15.86845836491176, -23.054538530272367"
B9853,Stork,"71.01681502610313, 26.932738562624564","-73.2219911704508, 21.2041313571886"
B9854,Goose,"1.3725711765929418, -141.1134545697439","81.05102081107808, -162.29443631906486"
B9855,Hawk,"32.7922306606492, -13.015160139659542","-5.8325987219728574, 31.826581568154975"
B9856,Stork,"85.7275510518505, 71.61962166946648","-69.28266521049973, -148.13226598196417"
B9857,Stork,"50.993333440625605, -17.63433132610345","-29.659093677662085, 110.365160861013"
B9858,Hawk,"-58.931978642803216, 133.48443861523953","-22.710434720035167, 166.6879155821178"
B9859,Goose,"51.90370722719578, -27.470046758122123","-27.83204413652324, -75.68675787751405"
B9860,Stork,"44.70068686068339, 30.042968231938005","34.780256934560256, 2.3814449319389723"
B9861,Hawk,"-48.12894099409939, -103.97864303931492","-27.8062687229978, 116.34751620243662"
B9862,Eagle,"-31.43703044022913, 4.567086016240154","-31.70628602146381, -66.72455782297097"
B9863,Eagle,"37.82308317535383, -99.77136842421756","-32.02406575204907, -123.20003039442707"
B9864,Goose,"-47.08924306778545, -98.93262673819474","50.01273286044466, 86.06250853267471"
B9865,Hawk,"-52.52636357952853, -79.2350847924329","-34.4913260959787, 71.41018361608357"
B9866,Eagle,"36.6250989834596, -164.08826371883697","-87.4803432881109, 25.1803658419816"
B9867,Hawk,"68.50718870755745, -121.2085289736836","-24.203675306866515, 159.99724635620203"
B9868,Stork,"-76.49699712801839, -27.23017488009793","-39.917307655432985, 163.8440292478686"
B9869,Goose,"-9.736607653539693, -132.81822046535905","73.62310507734028, 130.15779493717355"
B9870,Eagle,"19.291539659221414, -131.98148981385094","-3.976888369748679, -74.51276924930634"
B9871,Warbler,"31.72982144977223, 168.4554582170436","-47.77643985582882, -98.86826492916276"
B9872,Stork,"89.31526422746921, -26.244949249005742","86.68500202735245, 120.86664994577636"
B9873,Warbler,"32.88455285700974, -34.6562281359472","-45.586038526994095, 54.4899208855125"
B9874,Warbler,"21.62774033948773, -83.61516425760617","47.34434611425527, -37.39462906043176"
B9875,Swallow,"88.15214741562033, 4.480977278688584","26.919111479462515, -32.48766843578923"
B9876,Swallow,"-79.07973473192692, 34.583364596899145","-6.79894330059804, 127.19958583986494"
B9877,Goose,"-76.60135869244232, -29.4532120945826","-16.94968154718353, -121.23098523938177"
B9878,Eagle,"10.922854756335155, -38.22893407616945","67.02884627529414, 159.83042752664807"
B9879,Eagle,"-25.44036941707364, 72.15360611185977","-4.4851700503688505, 47.9575056641892"
B9880,Eagle,"-72.59444752552993, 161.91961231900268","-22.43571493861336, 104.8887840147928"
B9881,Hawk,"-34.8391987032977, 136.01594555373106","-26.234963118991622, -46.48804040831024"
B9882,Stork,"31.38380773337593, -137.29670391405995","-40.34375913553792, 31.28268969314053"
B9883,Eagle,"68.51069346359344, 54.83112133220621","-16.38612871118329, 89.99657782609916"
B9884,Stork,"-73.02159420182025, -177.4628594996362","-68.41476221186716, -23.3532100051774"
B9885,Goose,"7.22611124713876, 47.91303984629923","-78.27785410704833, -4.342917021753237"
B9886,Warbler,"-36.69919833664407, -12.83270798702418","7.464155398591018, 29.548738391087"
B9887,Eagle,"30.118709392885137, -3.199301156220088","-8.232924814218379, -157.17348326465856"
B9888,Goose,"8.901269002351228, 31.6892188267602","-58.78938961675805, 130.74714768887452"
B9889,Eagle,"76.80798108399227, 87.355937264011","-70.77614234093019, 132.00405687091416"
B9890,Swallow,"-83.21690034902014, 82.60480895325998","-64.21189768771185, -78.68963778948566"
B9891,Crane,"-5.393290510774563, -163.98754864319494","-33.25599011360318, 136.73611323799202"
B9892,Goose,"-55.30328003687238, 85.13797906853762","-8.732759849863697, 88.2701307571503"
B9893,Eagle,"6.620707559564224, 118.7337530408954","-55.19698032484587, -6.051093172655158"
B9894,Crane,"63.64428193203176, -155.4578552031831","46.0124971411266, -54.80495109788845"
B9895,Goose,"74.03697500149053, -63.73922375603293","-55.20161176177098, -36.22358870876715"
B9896,Hawk,"-18.31830062090367, 105.14306765953104","-67.65723900826472, 12.390809555256824"
B9897,Eagle,"56.12049418784864, -2.481546347387166","89.01987646152025, -31.492547319027125"
B9898,Hawk,"-39.50854654940903, 70.16078477158416","-9.41191861906995, -28.714203320705224"
B9899,Swallow,"-88.86510966254748, 0.833690735328446","-59.39873691113132, -106.87558549552318"
B9900,Eagle,"63.94303035413441, 172.16008193093978","71.0202506442588, 74.81232185622869"
B9901,Warbler,"-68.50579636680936, 157.02950623189014","-48.40350757359009, 39.45296626220548"
B9902,Swallow,"-86.82999779466928, -78.78771291376835","76.60439196462733, 177.08453532778418"
B9903,Crane,"-26.31642059376925, -41.08146417234215","-68.58704634370386, -129.15208648711072"
B9904,Goose,"-21.711601867507653, -24.715440779285306","61.52664526891786, -139.0541944553925"
B9905,Stork,"-76.10036926099095, -142.48644014030944","-56.83192044793224, 5.735627688888144"
B9906,Swallow,"56.55287636720479, -34.533019123399384","78.90077674354572, -125.28332513637332"
B9907,Stork,"-16.99330856249999, 98.94521562718592","13.36385568865832, 39.82361438400548"
B9908,Stork,"-1.8137495214730135, 124.8826613216819","-55.81553476542141, -109.3985608791571"
B9909,Goose,"-42.36745176849029, 139.00779015777402","62.06760977197035, -6.120540766426018"
B9910,Crane,"2.07121542238761, -174.7587599382691","-19.69632140924388, 40.07212194327138"
B9911,Goose,"48.011650311120064, 103.97017394940906","41.90641582718848, -15.105315947427528"
B9912,Eagle,"73.11288879009305, 0.9459664146844204","25.81932988013459, -64.8052903450134"
B9913,Swallow,"84.69532813232686, -105.78270786168994","38.573014038634085, 101.6337897406056"
B9914,Stork,"-13.189693571754477, -0.4517918958830194","-28.131318994395897, 127.67688875730283"
B9915,Goose,"88.20609457832265, 123.93376800544524","78.98858769806421, -79.90205967123374"
B9916,Goose,"-36.90797188991736, -23.67022760617462","10.76636633863339, 112.82174448137188"
B9917,Goose,"-88.74433164868918, 176.5659890156486","-76.0390902012271, -39.01175285820628"
B9918,Swallow,"48.17106790157425, 42.005946480661805","-77.98787867518212, -4.455490142691133"
B9919,Crane,"-57.88158326258424, -3.685079107532971","42.88133301309605, -96.57011237964043"
B9920,Warbler,"-80.55812913770468, -73.83984196775369","62.99539850699964, 45.26055927418423"
B9921,Goose,"76.32160606758578, -176.0216174499488","35.15033431641113, -143.6663819602966"
B9922,Swallow,"52.525949489457645, 39.79740840814958","-40.05048393436367, 32.98950934946626"
B9923,Stork,"-71.52033572311387, 27.898396688292365","-49.33728693076464, 176.29850946015148"
B9924,Eagle,"49.84382742917995, 6.0531678837092215","11.778586111612968, 91.24787060014398"
B9925,Warbler,"61.91994553685933, 13.573603432318691","-54.57969035359885, 142.21415110839305"
B9926,Hawk,"72.95429973286278, 123.66805361182712","-21.76204383534636, -12.88960552994442"
B9927,Warbler,"7.864932143944799, -65.92682712951692","23.16442160611841, -128.84207749116072"
B9928,Warbler,"36.61417269505728, 18.091419840074565","-38.715959416476935, -76.15371822311111"
B9929,Swallow,"47.20307021298197, 64.78114530907666","-22.42099409251834, -162.3493172814732"
B9930,Hawk,"33.95500832809924, -104.46518630571803","-25.106778921890808, 0.6519500737014994"
B9931,Goose,"26.430051655006864, 152.9349894169286","-7.105767325215908, 53.88007388160736"
B9932,Goose,"8.560665500019056, 85.36410891860788","31.384768314684862, -27.186009847598825"
B9933,Warbler,"-3.7448182447975, -160.81365594381356","50.82285040687498, 22.753763634095463"
B9934,Swallow,"89.30250352166951, 131.43841125765448","29.714846306491083, -64.54719060402935"
B9935,Hawk,"-29.239059524011843, 154.7532523296436","-85.28979051045329, -149.09108617241498"
B9936,Goose,"-74.11162131998125, 105.7212173605518","71.43114512664704, -24.480362720812167"
B9937,Stork,"47.70665370065296, -26.559143390279218","14.613981399451887, 17.20720632997549"
B9938,Crane,"-51.51161198349105, 177.97568389840274","75.64436889417664, 173.74852551190418"
B9939,Crane,"5.884804731367026, -135.20307621207203","83.4970124557608, -54.981574346737375"
B9940,Goose,"-72.75572701189728, 13.17810288728714","-5.787579134497918, 63.99707669171886"
B9941,Hawk,"21.471094947022323, -118.6593105338858","74.94580843852634, 116.14479881840884"
B9942,Eagle,"79.92133270258, -21.834430975360704","-24.230584956423986, -59.25933802474205"
B9943,Goose,"40.086848269252414, 153.8727503852088","-43.13191413921367, 154.7752460893767"
B9944,Eagle,"-51.383739919209575, 105.9340062245999","-76.74655092233213, -58.020736618818106"
B9945,Eagle,"84.80484815199492, 101.54949895092244","-8.670518232278098, 169.1295515092151"
B9946,Hawk,"-34.72435241558132, -52.6126316465443","33.96371071266836, -179.22350956584685"
B9947,Eagle,"-11.4093024315562, 156.3372638796746","85.83042028971025, 48.30239641992435"
B9948,Stork,"-0.3389363328958552, -47.42606496456256","3.8356700168832982, 104.373449190055"
B9949,Hawk,"88.3293738072251, -165.60956314082244","42.20546972581772, -79.17824917500755"
B9950,Goose,"-77.59954787054703, 49.608454485947135","71.30648746137021, -137.86190146670577"
B9951,Warbler,"35.411092998402594, -49.44685805067843","7.773354247174396, -171.22736128167952"
B9952,Stork,"-24.852442375307547, -124.6590402352142","-59.98224905349955, -153.21350290952128"
B9953,Swallow,"-75.90144256156091, 156.47690233947293","62.677514736000205, 15.492255394692393"
B9954,Crane,"78.30569837391417, 49.40623225232761","13.35126712381934, 122.1002652764214"
B9955,Goose,"16.174497445751754, 158.59068822368306","46.53202490979282, -157.2728885044241"
B9956,Goose,"45.63324136597964, 29.87232562586948","28.526026982334272, -139.25506394456326"
B9957,Goose,"-46.73062159716966, -157.00908253472198","-79.01324888630583, -178.1629192389265"
B9958,Stork,"47.07736607329625, -169.22141506426462","-59.55930654662384, -78.38013644511182"
B9959,Swallow,"59.12557920417899, 144.20211660082418","-38.47504455886024, 151.64869899997848"
B9960,Warbler,"-12.45070850139426, -166.05794272366512","-38.75259240421354, -80.53632076921254"
B9961,Hawk,"12.952165094633756, 41.46328698580061","61.05558692034833, -21.30679907634428"
B9962,Swallow,"84.93705628731982, -72.72870932074862","17.68308501150699, -115.5753375294054"
B9963,Stork,"62.411335507396586, 67.55693007706822","-74.99243952405712, -138.13756688636323"
B9964,Goose,"-9.926989007730429, -77.49992566182743","-20.30425673429683, -114.33799922112412"
B9965,Crane,"29.623294576052245, -166.60001863818363","10.13952337829798, -104.24417973081282"
B9966,Goose,"51.16166582445234, 83.10185020760929","-44.72949060589138, -133.09602271910433"
B9967,Hawk,"-85.62081229591527, -68.07505310512383","-82.82989869756543, 104.9590841411782"
B9968,Eagle,"15.905877592548675, 18.287613813557755","-21.552526930107177, -8.191570179457443"
B9969,Crane,"87.2151504142875, 98.59169517667186","-6.985997896145975, 14.316993922136136"
B9970,Goose,"80.49251696873964, 73.01638865880199","72.85768954476006, -45.125792894679336"
B9971,Warbler,"59.83927105723998, -54.51440212632693","73.50590983204299, -104.13257729290214"
B9972,Crane,"-70.88146323647665, 89.21759732146705","0.0724450300767358, -146.19540076476505"
B9973,Eagle,"88.92746145290732, 153.24516252903084","-5.130979647227591, -152.66674689674807"
B9974,Swallow,"19.716867564830864, 39.59085330577602","25.290370778563783, -113.3488707315513"
B9975,Stork,"-49.87651510269171, 73.26218183203565","-43.53766804104695, 126.06342958749453"
B9976,Goose,"31.368364130576992, 131.72693028493552","-38.57144780978922, -102.04373175176974"
B9977,Hawk,"64.17424117434263, 123.7106218605402","-89.53958657382205, -52.26494698762491"
B9978,Swallow,"-69.78100304742554, -53.42352210511828","-75.92186221506381, 26.19059175005907"
B9979,Goose,"74.95886579209645, 177.0122148395015","-57.86934636121904, 4.108717803136358"
B9980,Swallow,"75.63677065541913, -169.71623998306177","25.303092811685914, 59.69542670334647"
B9981,Hawk,"-87.57640687836279, 175.21472583675467","-51.72169378678984, -110.04666136162034"
B9982,Goose,"72.05744189941097, -91.44103198082104","-67.66577913600605, 8.657614334107905"
B9983,Eagle,"80.42722528322813, -21.442661836110773","20.93485027451217, 96.38969739850228"
B9984,Eagle,"-83.21547654353786, 138.12794561689708","27.31500424540728, -40.49749628842903"
B9985,Hawk,"-37.05006176855087, -92.04161813012938","-79.25883691944355, 169.88198341970224"
B9986,Crane,"-22.84064877309723, -99.07861136757872","49.12165576791398, 28.061795841384424"
B9987,Hawk,"-27.19971502804978, 51.51915438770968","19.108272526725173, 62.93756081471366"
B9988,Crane,"46.62058270863406, 73.96218921429963","-18.528220158973483, -14.728413724216438"
B9989,Goose,"-25.541197339703945, -177.31055368763018","86.97281252950935, 128.82630382298447"
B9990,Crane,"82.18418578105363, -17.840075048716756","-88.16411648352718, -17.46470736119241"
B9991,Goose,"89.09867255485284, -3.920767962976754","8.073311001718153, 159.22091289046324"
B9992,Goose,"-32.97260327287562, -82.1393281000965","-61.25338642778, -69.30340452412946"
B9993,Warbler,"1.5841355771712389, 16.599497266405734","-30.720101717341706, 131.69498607075184"
B9994,Stork,"10.38705125400135, -124.35206195802364","-66.02358896771791, 50.16714252349604"
B9995,Goose,"14.292509394071104, -63.501911331336416","30.278612089523563, 107.6596809860344"
B9996,Crane,"-22.64238104484606, 76.76612407963745","-17.7171131876447, -166.42753754654825"
B9997,Stork,"-60.12116964741066, 134.56315363294948","87.53391012123117, -80.17932536882913"
B9998,Stork,"-80.17910248839702, 32.17642621675398","27.69248111416688, 124.94838737097469"
B9999,Goose,"-70.85724018303021, -153.05596583716874","75.12026709791971, -65.39987036791848"
B10000,Hawk,"72.23242276689143, 64.34851311541502","-46.65110619008351, 76.55592720969804"
B10001,Hawk,"-39.53249880830873, 143.135215520291","-32.618868632252344, 177.18797324931228"
B10002,Eagle,"-76.17186302201199, 1.5530554788055326","-24.717196895351265, -116.21925011926696"
